reading_date,contract_id,contract_version,used_kw,reading_status,ingested_at
2023-02-17,101,1,20.76,on_time,2026-01-21 02:36:43.513069
2023-02-18,101,1,11.75,on_time,2026-01-21 02:36:43.513069
2023-02-19,101,1,19.57,estimated,2026-01-21 02:36:43.513069
2023-02-20,101,1,24.69,on_time,2026-01-21 02:36:43.513069
2023-02-21,101,1,30.37,on_time,2026-01-21 02:36:43.513069
2023-02-22,101,1,25.41,on_time,2026-01-21 02:36:43.513069
2023-02-23,101,1,25.79,on_time,2026-01-21 02:36:43.513069
2023-02-24,101,1,15.04,estimated,2026-01-21 02:36:43.513069
2023-02-25,101,1,16.45,on_time,2026-01-21 02:36:43.513069
2023-02-26,101,1,16.11,on_time,2026-01-21 02:36:43.513069
2023-02-27,101,1,25.44,on_time,2026-01-21 02:36:43.513069
2023-02-28,101,1,16.23,on_time,2026-01-21 02:36:43.513069
2023-03-01,101,1,28.42,on_time,2026-01-21 02:36:43.513069
2023-03-02,101,1,21.06,on_time,2026-01-21 02:36:43.513069
2023-03-03,101,1,12.11,on_time,2026-01-21 02:36:43.513069
2023-03-04,101,1,29.71,on_time,2026-01-21 02:36:43.513069
2023-03-05,101,1,29.01,on_time,2026-01-21 02:36:43.513069
2023-03-06,101,1,21.43,on_time,2026-01-21 02:36:43.513069
2023-03-07,101,1,15.54,on_time,2026-01-21 02:36:43.513069
2023-03-08,101,1,21.8,on_time,2026-01-21 02:36:43.513069
2023-03-09,101,1,26.44,on_time,2026-01-21 02:36:43.513069
2023-03-10,101,1,21.88,on_time,2026-01-21 02:36:43.513069
2023-03-11,101,1,17.25,on_time,2026-01-21 02:36:43.513069
2023-03-12,101,1,15.28,on_time,2026-01-21 02:36:43.513069
2023-03-13,101,1,30.15,on_time,2026-01-21 02:36:43.513069
2023-03-14,101,1,22.86,on_time,2026-01-21 02:36:43.513069
2023-03-15,101,1,25.47,on_time,2026-01-21 02:36:43.513069
2023-03-16,101,1,16.46,on_time,2026-01-21 02:36:43.513069
2023-03-17,101,1,27.44,on_time,2026-01-21 02:36:43.513069
2023-03-18,101,1,21.34,on_time,2026-01-21 02:36:43.513069
2023-03-19,101,1,27.88,on_time,2026-01-21 02:36:43.513069
2023-03-20,101,1,27.38,on_time,2026-01-21 02:36:43.513069
2023-03-21,101,1,25.92,on_time,2026-01-21 02:36:43.513069
2023-03-22,101,1,15.35,on_time,2026-01-21 02:36:43.513069
2023-03-23,101,1,17.57,on_time,2026-01-21 02:36:43.513069
2023-03-24,101,1,18.84,on_time,2026-01-21 02:36:43.513069
2023-03-25,101,1,27.67,on_time,2026-01-21 02:36:43.513069
2023-03-26,101,1,28.44,on_time,2026-01-21 02:36:43.513069
2023-03-27,101,1,22.21,on_time,2026-01-21 02:36:43.513069
2023-03-28,101,1,16.52,on_time,2026-01-21 02:36:43.513069
2023-03-29,101,1,25.99,on_time,2026-01-21 02:36:43.513069
2023-03-30,101,1,28.65,on_time,2026-01-21 02:36:43.514076
2023-03-31,101,1,26.68,on_time,2026-01-21 02:36:43.514076
2023-04-01,101,1,18.9,on_time,2026-01-21 02:36:43.514076
2023-04-02,101,1,26.95,on_time,2026-01-21 02:36:43.514076
2023-04-03,101,1,14.36,on_time,2026-01-21 02:36:43.514076
2023-04-04,101,1,17.1,on_time,2026-01-21 02:36:43.514076
2023-04-05,101,1,14.95,on_time,2026-01-21 02:36:43.514076
2023-04-06,101,1,24.16,on_time,2026-01-21 02:36:43.514076
2023-04-07,101,1,17.51,on_time,2026-01-21 02:36:43.514076
2023-04-08,101,1,19.79,on_time,2026-01-21 02:36:43.514076
2023-04-09,101,1,16.59,on_time,2026-01-21 02:36:43.514076
2023-04-10,101,1,26.51,late,2026-01-21 02:36:43.514076
2023-04-11,101,1,22.51,estimated,2026-01-21 02:36:43.514076
2023-04-12,101,1,20.41,on_time,2026-01-21 02:36:43.514076
2023-04-13,101,1,13.35,on_time,2026-01-21 02:36:43.514076
2023-04-14,101,1,29.44,on_time,2026-01-21 02:36:43.514076
2023-04-15,101,1,16.72,on_time,2026-01-21 02:36:43.514076
2023-04-16,101,1,25.67,on_time,2026-01-21 02:36:43.514076
2023-04-17,101,1,17.49,on_time,2026-01-21 02:36:43.514076
2023-04-18,101,1,23.73,on_time,2026-01-21 02:36:43.514076
2023-04-19,101,1,15.69,on_time,2026-01-21 02:36:43.514076
2023-04-20,101,1,24.59,late,2026-01-21 02:36:43.514076
2023-04-21,101,1,18.24,on_time,2026-01-21 02:36:43.514076
2023-04-22,101,1,19.37,on_time,2026-01-21 02:36:43.514076
2023-04-23,101,1,16.38,on_time,2026-01-21 02:36:43.514076
2023-04-24,101,1,29.77,on_time,2026-01-21 02:36:43.514076
2023-04-25,101,1,23.24,on_time,2026-01-21 02:36:43.514076
2023-04-26,101,1,16.58,on_time,2026-01-21 02:36:43.514076
2023-04-27,101,1,10.98,on_time,2026-01-21 02:36:43.514076
2023-04-28,101,1,24.31,late,2026-01-21 02:36:43.514076
2023-04-29,101,1,19.92,on_time,2026-01-21 02:36:43.514076
2023-04-30,101,1,12.29,on_time,2026-01-21 02:36:43.514076
2023-05-01,101,1,15.23,on_time,2026-01-21 02:36:43.514076
2023-05-02,101,1,21.62,on_time,2026-01-21 02:36:43.514076
2023-05-03,101,1,19.79,on_time,2026-01-21 02:36:43.514076
2023-05-04,101,1,20.75,on_time,2026-01-21 02:36:43.514076
2023-05-05,101,1,22.43,on_time,2026-01-21 02:36:43.514076
2023-05-06,101,1,14.12,on_time,2026-01-21 02:36:43.514076
2023-05-07,101,1,16.19,on_time,2026-01-21 02:36:43.514076
2023-05-08,101,1,17.28,on_time,2026-01-21 02:36:43.514076
2023-05-09,101,1,12.79,on_time,2026-01-21 02:36:43.514076
2023-05-10,101,1,13.46,on_time,2026-01-21 02:36:43.514076
2023-05-11,101,1,19.56,on_time,2026-01-21 02:36:43.514076
2023-05-12,101,1,21.35,on_time,2026-01-21 02:36:43.514076
2023-05-13,101,1,21.3,on_time,2026-01-21 02:36:43.514076
2023-05-14,101,1,20.98,on_time,2026-01-21 02:36:43.514076
2023-05-15,101,1,24.72,on_time,2026-01-21 02:36:43.514076
2023-05-16,101,1,29.86,on_time,2026-01-21 02:36:43.514076
2023-05-17,101,1,18.55,on_time,2026-01-21 02:36:43.514076
2023-05-18,101,1,21.2,on_time,2026-01-21 02:36:43.514076
2023-05-19,101,1,12.37,on_time,2026-01-21 02:36:43.514076
2023-05-20,101,1,25.35,on_time,2026-01-21 02:36:43.514076
2023-05-21,101,1,21.5,on_time,2026-01-21 02:36:43.514076
2023-05-22,101,1,15.34,on_time,2026-01-21 02:36:43.514076
2023-05-23,101,1,12.4,on_time,2026-01-21 02:36:43.514076
2023-05-24,101,1,11.45,on_time,2026-01-21 02:36:43.514076
2023-05-25,101,1,29.57,on_time,2026-01-21 02:36:43.514076
2023-05-26,101,1,24.37,on_time,2026-01-21 02:36:43.514076
2023-05-27,101,1,13.24,on_time,2026-01-21 02:36:43.514076
2023-05-28,101,1,13.59,on_time,2026-01-21 02:36:43.514076
2023-05-29,101,1,14.96,on_time,2026-01-21 02:36:43.514076
2023-05-30,101,1,24.87,on_time,2026-01-21 02:36:43.514076
2023-05-31,101,1,25.33,on_time,2026-01-21 02:36:43.514076
2023-06-01,101,1,15.57,on_time,2026-01-21 02:36:43.514076
2023-06-02,101,1,21.53,on_time,2026-01-21 02:36:43.514076
2023-06-03,101,1,22.58,on_time,2026-01-21 02:36:43.514076
2023-06-04,101,1,16.46,on_time,2026-01-21 02:36:43.514076
2023-06-05,101,1,10.69,on_time,2026-01-21 02:36:43.514076
2023-06-06,101,1,25.34,on_time,2026-01-21 02:36:43.514076
2023-06-07,101,1,18.12,on_time,2026-01-21 02:36:43.514076
2023-06-08,101,1,27.98,on_time,2026-01-21 02:36:43.514076
2023-06-09,101,1,23.59,on_time,2026-01-21 02:36:43.515068
2023-06-10,101,1,26.26,on_time,2026-01-21 02:36:43.515068
2023-06-11,101,1,11.48,late,2026-01-21 02:36:43.515068
2023-06-12,101,1,18.73,on_time,2026-01-21 02:36:43.515068
2023-06-13,101,1,15.06,on_time,2026-01-21 02:36:43.515068
2023-06-14,101,1,21.54,on_time,2026-01-21 02:36:43.515068
2023-06-15,101,1,28.13,on_time,2026-01-21 02:36:43.515068
2023-06-16,101,1,30.56,on_time,2026-01-21 02:36:43.515068
2023-06-17,101,1,19.39,on_time,2026-01-21 02:36:43.515068
2023-06-18,101,2,18.16,on_time,2026-01-21 02:36:43.515068
2023-06-19,101,1,26.63,late,2026-01-21 02:36:43.515068
2023-06-20,101,1,27.4,on_time,2026-01-21 02:36:43.515068
2023-06-21,101,1,29.13,on_time,2026-01-21 02:36:43.515068
2023-06-22,101,1,14.27,on_time,2026-01-21 02:36:43.515068
2023-06-23,101,1,12.81,estimated,2026-01-21 02:36:43.515068
2023-06-24,101,1,11.69,on_time,2026-01-21 02:36:43.515068
2023-06-25,101,1,18.32,on_time,2026-01-21 02:36:43.515068
2023-06-26,101,1,20.14,on_time,2026-01-21 02:36:43.515068
2023-06-27,101,1,28.89,on_time,2026-01-21 02:36:43.515068
2023-06-28,101,1,13.64,on_time,2026-01-21 02:36:43.515068
2023-06-29,101,1,19.92,on_time,2026-01-21 02:36:43.515068
2023-06-30,101,1,15.27,on_time,2026-01-21 02:36:43.515068
2023-07-01,101,1,18.99,on_time,2026-01-21 02:36:43.515068
2023-07-02,101,1,24.35,on_time,2026-01-21 02:36:43.515068
2023-07-03,101,1,23.21,on_time,2026-01-21 02:36:43.515068
2023-07-04,101,1,10.93,on_time,2026-01-21 02:36:43.515068
2023-07-05,101,1,21.16,on_time,2026-01-21 02:36:43.515068
2023-07-06,101,1,21.8,on_time,2026-01-21 02:36:43.515068
2023-07-07,101,1,27.36,on_time,2026-01-21 02:36:43.515068
2023-07-08,101,1,15.36,on_time,2026-01-21 02:36:43.515068
2023-07-09,101,1,19.52,on_time,2026-01-21 02:36:43.515068
2023-07-10,101,1,30.87,on_time,2026-01-21 02:36:43.515068
2023-07-11,101,1,24.81,late,2026-01-21 02:36:43.515068
2023-07-12,101,1,30.77,on_time,2026-01-21 02:36:43.515068
2023-07-13,101,1,23.34,on_time,2026-01-21 02:36:43.515068
2023-07-14,101,1,21.91,on_time,2026-01-21 02:36:43.515068
2023-07-15,101,1,25.19,on_time,2026-01-21 02:36:43.515068
2023-07-16,101,1,26.44,late,2026-01-21 02:36:43.515068
2023-07-17,101,1,13.6,on_time,2026-01-21 02:36:43.515068
2023-07-18,101,1,18.5,on_time,2026-01-21 02:36:43.515068
2023-07-19,101,1,26.26,on_time,2026-01-21 02:36:43.515068
2023-07-20,101,1,13.55,on_time,2026-01-21 02:36:43.515068
2023-07-21,101,1,24.58,on_time,2026-01-21 02:36:43.515068
2023-07-22,101,1,14.2,on_time,2026-01-21 02:36:43.515068
2023-07-23,101,1,21.99,on_time,2026-01-21 02:36:43.515068
2023-07-24,101,1,14.07,on_time,2026-01-21 02:36:43.515068
2023-07-25,101,1,20.65,on_time,2026-01-21 02:36:43.515068
2023-07-26,101,1,24.51,on_time,2026-01-21 02:36:43.515068
2023-07-27,101,1,24.2,on_time,2026-01-21 02:36:43.515068
2023-07-28,101,1,24.97,on_time,2026-01-21 02:36:43.515068
2023-07-29,101,1,22.45,on_time,2026-01-21 02:36:43.515068
2023-07-30,101,1,20.6,late,2026-01-21 02:36:43.515068
2023-07-31,101,1,16.11,on_time,2026-01-21 02:36:43.515068
2023-08-01,101,1,26.82,on_time,2026-01-21 02:36:43.515068
2023-08-02,101,1,15.48,on_time,2026-01-21 02:36:43.515068
2023-08-03,101,1,24.23,on_time,2026-01-21 02:36:43.515068
2023-08-04,101,1,11.33,on_time,2026-01-21 02:36:43.515068
2023-08-05,101,1,13.78,on_time,2026-01-21 02:36:43.515068
2023-08-06,101,1,28.36,on_time,2026-01-21 02:36:43.515068
2023-08-07,101,1,13.84,on_time,2026-01-21 02:36:43.515068
2023-08-08,101,1,26.91,on_time,2026-01-21 02:36:43.515068
2023-08-09,101,1,19.5,on_time,2026-01-21 02:36:43.515068
2023-08-10,101,1,20.56,on_time,2026-01-21 02:36:43.515068
2023-08-11,101,1,20.72,on_time,2026-01-21 02:36:43.515068
2023-08-12,101,1,16.62,on_time,2026-01-21 02:36:43.515068
2023-08-13,101,1,13.7,on_time,2026-01-21 02:36:43.515068
2023-08-14,101,1,15.94,on_time,2026-01-21 02:36:43.515068
2023-08-15,101,1,25.11,on_time,2026-01-21 02:36:43.515068
2023-08-16,101,1,19.19,on_time,2026-01-21 02:36:43.515068
2023-08-17,101,1,28.5,on_time,2026-01-21 02:36:43.515068
2023-08-18,101,1,18.03,on_time,2026-01-21 02:36:43.515068
2023-08-19,101,1,14.05,on_time,2026-01-21 02:36:43.515068
2023-08-20,101,1,13.3,on_time,2026-01-21 02:36:43.515068
2023-08-21,101,1,19.39,on_time,2026-01-21 02:36:43.515068
2023-08-22,101,1,15.26,on_time,2026-01-21 02:36:43.515068
2023-08-23,101,1,29.59,on_time,2026-01-21 02:36:43.515068
2023-08-24,101,1,25.32,on_time,2026-01-21 02:36:43.515068
2023-08-25,101,1,29.02,on_time,2026-01-21 02:36:43.515068
2023-08-26,101,1,26.59,on_time,2026-01-21 02:36:43.516072
2023-08-27,101,1,11.78,on_time,2026-01-21 02:36:43.516072
2023-08-28,101,1,13.44,on_time,2026-01-21 02:36:43.516072
2023-08-29,101,1,23.87,on_time,2026-01-21 02:36:43.516072
2023-08-30,101,1,22.75,on_time,2026-01-21 02:36:43.516072
2023-08-31,101,1,28.53,on_time,2026-01-21 02:36:43.516072
2023-09-01,101,1,26.14,on_time,2026-01-21 02:36:43.516072
2023-09-02,101,1,28.25,on_time,2026-01-21 02:36:43.516072
2023-09-03,101,1,22.74,on_time,2026-01-21 02:36:43.516072
2023-09-04,101,1,17.22,on_time,2026-01-21 02:36:43.516072
2023-09-05,101,1,13.48,on_time,2026-01-21 02:36:43.516072
2023-09-06,101,1,22.7,on_time,2026-01-21 02:36:43.516072
2023-09-07,101,1,22.95,on_time,2026-01-21 02:36:43.516072
2023-09-08,101,1,31.3,on_time,2026-01-21 02:36:43.516072
2023-09-09,101,1,11.24,on_time,2026-01-21 02:36:43.516072
2023-09-10,101,1,16.55,on_time,2026-01-21 02:36:43.516072
2023-09-11,101,1,21.06,on_time,2026-01-21 02:36:43.516072
2023-09-12,101,1,28.16,on_time,2026-01-21 02:36:43.516072
2023-09-13,101,1,24.76,on_time,2026-01-21 02:36:43.516072
2023-09-14,101,1,18.92,on_time,2026-01-21 02:36:43.516072
2023-09-15,101,1,25.29,on_time,2026-01-21 02:36:43.516072
2023-09-16,101,1,27.41,on_time,2026-01-21 02:36:43.516072
2023-09-17,101,1,26.65,on_time,2026-01-21 02:36:43.516072
2023-09-18,101,1,15.51,on_time,2026-01-21 02:36:43.516072
2023-09-19,101,1,19.7,on_time,2026-01-21 02:36:43.516072
2023-09-20,101,1,12.02,on_time,2026-01-21 02:36:43.516072
2023-09-21,101,1,14.41,on_time,2026-01-21 02:36:43.516072
2023-09-22,101,1,18.9,on_time,2026-01-21 02:36:43.516072
2023-09-23,101,1,15.11,on_time,2026-01-21 02:36:43.516072
2023-09-24,101,1,12.81,on_time,2026-01-21 02:36:43.516072
2023-09-25,101,2,25.53,on_time,2026-01-21 02:36:43.516072
2023-09-26,101,1,14.44,on_time,2026-01-21 02:36:43.516072
2023-09-27,101,1,25.15,on_time,2026-01-21 02:36:43.516072
2023-09-28,101,1,21.77,on_time,2026-01-21 02:36:43.516072
2023-09-29,101,2,23.48,on_time,2026-01-21 02:36:43.516072
2023-09-30,101,1,18.26,on_time,2026-01-21 02:36:43.516072
2023-10-01,101,1,19.55,on_time,2026-01-21 02:36:43.516072
2023-10-02,101,1,12.97,late,2026-01-21 02:36:43.516587
2023-10-03,101,1,19.17,on_time,2026-01-21 02:36:43.516587
2023-10-04,101,1,22.53,on_time,2026-01-21 02:36:43.516587
2023-10-05,101,1,17.56,on_time,2026-01-21 02:36:43.516587
2023-10-06,101,1,29.69,on_time,2026-01-21 02:36:43.516587
2023-10-07,101,1,27.67,on_time,2026-01-21 02:36:43.516587
2023-10-08,101,1,16.79,on_time,2026-01-21 02:36:43.516587
2023-10-09,101,1,12.6,on_time,2026-01-21 02:36:43.516587
2023-10-10,101,1,23.02,on_time,2026-01-21 02:36:43.516587
2023-10-11,101,1,21.04,on_time,2026-01-21 02:36:43.516587
2023-10-12,101,1,19.21,on_time,2026-01-21 02:36:43.516587
2023-10-13,101,1,20.98,on_time,2026-01-21 02:36:43.516587
2023-10-14,101,1,16.97,on_time,2026-01-21 02:36:43.516587
2023-10-15,101,1,19.59,on_time,2026-01-21 02:36:43.516587
2023-10-16,101,1,20.0,on_time,2026-01-21 02:36:43.516587
2023-10-17,101,1,19.08,on_time,2026-01-21 02:36:43.516587
2023-10-18,101,1,27.83,on_time,2026-01-21 02:36:43.516587
2023-10-19,101,1,23.09,estimated,2026-01-21 02:36:43.516587
2023-10-20,101,1,19.47,on_time,2026-01-21 02:36:43.516587
2023-10-21,101,2,17.76,on_time,2026-01-21 02:36:43.516587
2023-10-22,101,1,14.99,on_time,2026-01-21 02:36:43.516587
2023-10-23,101,1,23.74,on_time,2026-01-21 02:36:43.516587
2023-10-24,101,1,14.11,late,2026-01-21 02:36:43.516587
2023-10-25,101,1,26.26,on_time,2026-01-21 02:36:43.516587
2023-10-26,101,1,24.55,on_time,2026-01-21 02:36:43.516587
2023-10-27,101,1,15.04,on_time,2026-01-21 02:36:43.516587
2023-10-28,101,1,17.11,on_time,2026-01-21 02:36:43.516587
2023-10-29,101,1,18.42,on_time,2026-01-21 02:36:43.516587
2023-10-30,101,1,26.65,on_time,2026-01-21 02:36:43.516587
2023-10-31,101,1,18.86,on_time,2026-01-21 02:36:43.516587
2023-11-01,101,1,12.75,on_time,2026-01-21 02:36:43.516587
2023-11-02,101,1,22.01,on_time,2026-01-21 02:36:43.516587
2023-11-03,101,1,28.65,on_time,2026-01-21 02:36:43.516587
2023-11-04,101,1,28.07,on_time,2026-01-21 02:36:43.516587
2023-11-05,101,1,12.03,on_time,2026-01-21 02:36:43.516587
2023-11-06,101,1,21.71,on_time,2026-01-21 02:36:43.516587
2023-11-07,101,1,15.04,on_time,2026-01-21 02:36:43.516587
2023-11-08,101,1,13.33,on_time,2026-01-21 02:36:43.516587
2023-11-09,101,1,15.54,on_time,2026-01-21 02:36:43.516587
2023-11-10,101,1,28.18,on_time,2026-01-21 02:36:43.516587
2023-11-11,101,1,26.24,on_time,2026-01-21 02:36:43.516587
2023-11-12,101,1,19.11,on_time,2026-01-21 02:36:43.516587
2023-11-13,101,1,18.89,on_time,2026-01-21 02:36:43.516587
2023-11-14,101,1,19.89,on_time,2026-01-21 02:36:43.516587
2023-11-15,101,1,12.75,on_time,2026-01-21 02:36:43.516587
2023-11-16,101,1,30.63,on_time,2026-01-21 02:36:43.516587
2023-11-17,101,1,13.99,on_time,2026-01-21 02:36:43.516587
2023-11-18,101,1,19.51,on_time,2026-01-21 02:36:43.516587
2023-11-19,101,1,20.99,on_time,2026-01-21 02:36:43.516587
2023-11-20,101,1,23.37,late,2026-01-21 02:36:43.516587
2023-11-21,101,1,13.26,on_time,2026-01-21 02:36:43.516587
2023-11-22,101,1,12.61,on_time,2026-01-21 02:36:43.516587
2023-11-23,101,1,20.02,on_time,2026-01-21 02:36:43.516587
2023-11-24,101,1,12.66,on_time,2026-01-21 02:36:43.517602
2023-11-25,101,1,17.22,on_time,2026-01-21 02:36:43.517602
2023-11-26,101,1,12.84,on_time,2026-01-21 02:36:43.517602
2023-11-27,101,1,27.04,on_time,2026-01-21 02:36:43.517602
2023-11-28,101,1,23.99,on_time,2026-01-21 02:36:43.517602
2023-11-29,101,1,20.79,estimated,2026-01-21 02:36:43.517602
2023-11-30,101,1,13.26,on_time,2026-01-21 02:36:43.517602
2023-12-01,101,1,23.49,on_time,2026-01-21 02:36:43.517602
2023-12-02,101,1,21.44,late,2026-01-21 02:36:43.517602
2023-12-03,101,1,21.91,on_time,2026-01-21 02:36:43.517602
2023-12-04,101,1,16.2,on_time,2026-01-21 02:36:43.517602
2023-12-05,101,1,19.02,on_time,2026-01-21 02:36:43.517602
2023-12-06,101,1,21.31,on_time,2026-01-21 02:36:43.517602
2023-12-07,101,1,23.42,on_time,2026-01-21 02:36:43.517602
2023-12-08,101,1,20.14,on_time,2026-01-21 02:36:43.517602
2023-12-09,101,1,25.07,on_time,2026-01-21 02:36:43.517602
2023-12-10,101,1,16.07,on_time,2026-01-21 02:36:43.517602
2023-12-11,101,1,25.18,on_time,2026-01-21 02:36:43.517602
2023-12-12,101,1,29.56,on_time,2026-01-21 02:36:43.517602
2023-12-13,101,1,27.85,on_time,2026-01-21 02:36:43.517602
2023-12-14,101,1,13.62,late,2026-01-21 02:36:43.517602
2023-12-15,101,1,24.44,on_time,2026-01-21 02:36:43.517602
2023-12-16,101,1,21.26,on_time,2026-01-21 02:36:43.517602
2023-12-17,101,1,13.63,on_time,2026-01-21 02:36:43.517602
2023-12-18,101,1,17.55,on_time,2026-01-21 02:36:43.517602
2023-12-19,101,1,28.68,on_time,2026-01-21 02:36:43.517602
2023-12-20,101,1,24.37,on_time,2026-01-21 02:36:43.517602
2023-12-21,101,1,26.26,on_time,2026-01-21 02:36:43.517602
2023-12-22,101,1,13.43,on_time,2026-01-21 02:36:43.517602
2023-12-23,101,1,13.16,on_time,2026-01-21 02:36:43.517602
2023-12-24,101,1,27.1,late,2026-01-21 02:36:43.517602
2023-12-25,101,1,23.99,on_time,2026-01-21 02:36:43.517602
2023-12-26,101,1,22.41,on_time,2026-01-21 02:36:43.517602
2023-12-27,101,1,26.04,on_time,2026-01-21 02:36:43.517602
2023-12-28,101,1,11.25,on_time,2026-01-21 02:36:43.517602
2023-12-29,101,1,23.28,on_time,2026-01-21 02:36:43.517602
2023-12-30,101,1,17.73,on_time,2026-01-21 02:36:43.517602
2023-12-31,101,1,11.25,on_time,2026-01-21 02:36:43.517602
2024-01-01,101,1,22.55,on_time,2026-01-21 02:36:43.517602
2024-01-02,101,1,23.82,on_time,2026-01-21 02:36:43.517602
2024-01-03,101,1,28.83,on_time,2026-01-21 02:36:43.517602
2024-01-04,101,1,17.49,on_time,2026-01-21 02:36:43.517602
2024-01-05,101,1,29.53,on_time,2026-01-21 02:36:43.517602
2024-01-06,101,1,27.4,on_time,2026-01-21 02:36:43.517602
2024-01-07,101,1,26.23,on_time,2026-01-21 02:36:43.517602
2024-01-08,101,1,14.55,on_time,2026-01-21 02:36:43.517602
2024-01-09,101,1,15.6,on_time,2026-01-21 02:36:43.517602
2024-01-10,101,1,21.78,on_time,2026-01-21 02:36:43.517602
2024-01-11,101,1,19.41,on_time,2026-01-21 02:36:43.517602
2024-01-12,101,1,11.14,late,2026-01-21 02:36:43.517602
2024-01-13,101,1,12.6,on_time,2026-01-21 02:36:43.517602
2024-01-14,101,1,29.6,on_time,2026-01-21 02:36:43.517602
2024-01-15,101,1,14.42,on_time,2026-01-21 02:36:43.517602
2024-01-16,101,1,27.93,on_time,2026-01-21 02:36:43.517602
2024-01-17,101,1,30.57,on_time,2026-01-21 02:36:43.517602
2024-01-18,101,1,29.66,on_time,2026-01-21 02:36:43.518618
2024-01-19,101,1,27.0,on_time,2026-01-21 02:36:43.518618
2024-01-20,101,1,17.73,on_time,2026-01-21 02:36:43.518618
2024-01-21,101,1,28.58,late,2026-01-21 02:36:43.518618
2024-01-22,101,1,24.24,on_time,2026-01-21 02:36:43.518618
2024-01-23,101,1,22.38,on_time,2026-01-21 02:36:43.518618
2024-01-24,101,1,12.11,on_time,2026-01-21 02:36:43.518618
2024-01-25,101,1,15.56,on_time,2026-01-21 02:36:43.518618
2024-01-26,101,1,23.05,on_time,2026-01-21 02:36:43.518618
2024-01-27,101,1,29.91,on_time,2026-01-21 02:36:43.518618
2024-01-28,101,1,23.21,on_time,2026-01-21 02:36:43.518618
2024-01-29,101,1,11.88,on_time,2026-01-21 02:36:43.518618
2024-01-30,101,1,24.18,on_time,2026-01-21 02:36:43.518618
2024-01-31,101,1,15.14,on_time,2026-01-21 02:36:43.518618
2024-02-01,101,1,12.28,on_time,2026-01-21 02:36:43.518618
2024-02-02,101,1,15.72,late,2026-01-21 02:36:43.518618
2024-02-03,101,1,18.5,on_time,2026-01-21 02:36:43.518618
